"Time","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227"
1645495398000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495398200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495398400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495398600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495398800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495399200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495399400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495399600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495399800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495400200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645495400400,,77.3945555114746,76.24724197387695,,,78.42087890625,,,78.3963680267334,,76.98167037963867,,,,80.58709083413179,,,75.85862113334038,,,73.26276397705078,,,72.93054453531902,,76.38279445587642,77.0727050513552,75.01771396139394,,,,,80.73325653076172,,,,,,76.33868722354664,,,,76.6390130179269,,,75.85025687839673,,
1645495400600,,77.40323483943939,76.049143075943,,77.7979884147644,78.45364121657151,78.88212280273437,78.72393559047154,78.26292502880096,75.75501289367676,76.84095329871545,,77.20703281055798,76.8880124773298,80.66286182403564,74.95266952514649,,75.74600231286252,,,73.71729748065655,,76.15630947459827,72.93714759463356,,76.4631605881911,77.04035081129808,74.96952140331268,,,,,80.70964777469635,,,,75.82111389160156,76.60197487524,76.21623840332032,,76.03624562748143,,76.62546828298858,76.80986569532708,,75.86709291972811,,
1645495400800,76.72243976593018,77.21999347020709,75.96249183775886,78.40480613708496,77.58091445196243,78.4605040550232,78.63461208343506,78.54415476322174,78.11802133413461,75.57593059539795,76.64457092285156,78.75594965616862,76.92087781429291,76.67173397541046,80.3925039768219,74.70758310953777,,75.65940760052393,80.57921346028645,,73.4819620847702,,75.86612749099731,72.6804924616738,74.91906683785575,76.16115365099552,76.91958272457123,74.83550262451172,76.6017946729473,,,80.1915529691256,80.49947834014893,75.82314949035644,76.49611059824626,78.40039443969727,75.55818176269531,76.31536223396422,76.29221767849393,,75.71623814105988,78.16002619543741,76.29020273685455,76.70717136443608,,75.88454965444711,,80.71420654296875
1645495401000,76.74082124233246,77.49651748415023,75.9023668803866,78.27135443308997,77.7376228211418,78.3284183078342,78.76521146297455,78.5978518289233,78.23963359045604,75.71537780761719,76.67595563616071,78.61751384119833,77.04972457885742,76.8695958852768,80.67170097714379,74.8083987236023,75.31372278386897,75.89956521987915,80.56393690842849,76.17973011937634,73.66087656172495,,76.07608104887463,73.12660193064856,75.12309169769287,76.25922763347626,77.1791604757309,74.94692540168762,76.5288256406784,77.53538089328342,77.63571288368918,80.54807591438293,80.66827843405984,75.64944978744265,76.93079769611359,78.46885838584295,75.73156070709229,76.5109369187128,76.35916566848755,74.80034828186035,75.86199012169472,78.04434470524863,76.51344203948975,76.56849815731957,77.21836789449056,75.64488934713697,75.77284954963847,80.67573642730713
1645495401200,76.72288670615545,77.4592193365097,76.08389500209263,78.23735427856445,77.79055810353113,78.55962482575447,78.76235771179199,78.62239995078436,78.35381268698072,75.88402446623772,76.93516117976262,78.4921041727066,77.15644061376177,76.88375999813988,80.69580380878752,74.85413723900204,75.28557756212022,75.82540312267486,80.5051267183744,76.01066103848544,73.69641936771454,75.3677854230327,76.20933145190043,73.05346401154048,75.16093218326569,76.36722599376331,77.09116605728391,74.76604344294621,76.45292806625366,77.22485560755575,77.61027151440817,80.51025140285492,80.73496115207672,75.78255801730685,76.91980409622192,78.50133247980996,75.73072052001953,76.55669778490824,76.37269156319755,74.64307887970455,76.05984884408804,78.1029702425003,76.63615870475769,76.79601001739502,77.13726675510406,75.72985458374023,75.94591849190849,80.71641673738995
